label,tweet
0,"['camel', 'toe', 'rather', 'moose', 'knuckle']"
0,"['project', 'phase', 'complete', 'recycledskipdived', 'plank', 'awaiting', 'compost', 'seedling', 'back', 'achebeersofa']"
0,"['stuck', 'rat', 'race', 'find', 'freedom', 'masterkeyexperience']"
0,"['gotcha', 'thanks', 'mom', 'stansmith', 'adidasshoes', 'thankful']"
0,"['dont', 'worry', 'people', 'change', 'facebook', 'profile', 'pic', 'status', 'tweet', 'empathetic', 'hashtag', 'cdnpoli', 'helping']"
0,"['eeek', 'countdpwn', 'day', 'go', 'ill', 'train', 'south']"
0,"['fan', 'cavs', 'warriorsbut', 'worst', 'officiating', 'ive', 'seengreat', 'job', 'nba', 'made', 'go']"
0,"['sequoia', 'weekend']"
0,"['smallscale', 'woodland', 'beekeeping', 'bee', 'natural', 'habitat', 'bee', 'winter']"
0,"['maybe', 'one', 'day', 'youll', 'understand', 'hu', 'till', 'youre', 'going', 'life', 'make', 'miserable', 'dont', 'n']"
0,"['eat', 'people', 'eat', 'serve', 'family', 'bos', 'otss', 'onlythestrongsurvive']"
0,"['woooo', 'hooooo', 'humpday']"
0,"['igersbnw', 'attack', 'bull', 'game', 'really', 'think', 'head', 'empty', 'around', 'city', 'side']"
0,"['great', 'meet', 'best', 'gin', 'experience', 'london', 'worldginday', 'tomorrow']"
0,"['wheel', 'turning', 'thing', 'happening', 'beyond', 'excited', 'right', 'dreamsarecomingtrue']"
0,"['finished', 'design', 'build', 'makeover', 'sitting', 'room', 'gidc', 'colour']"
0,"['great', 'news', 'sunday', 'morning', 'one', 'pal', 'x']"
0,"['hold', 'brazilian', 'guy', 'boy', 'love', 'face', 'bomdia', 'boatarde']"
0,"['goodday', 'bihday', 'bihday', 'girl', 'photography', 'model', 'happy', 'bihday']"
0,"['bihday', 'bogummylove', 'foreverhope', 'happy', 'everydaygood', 'night']"
0,"['current', 'mood', 'never', 'stop', 'working', 'thought', 'forlife', 'staystrong']"
0,"['tgif', 'tgif', 'livelife']"
0,"['many', 'thing', 'happening', 'week', 'pumped', 'nervous']"
0,"['day', 'porn', 'movie', 'pussy', 'pay', 'pic']"
0,"['happy', 'vegan', 'fresh', 'healthy']"
0,"['sucky', 'fucky', 'asian', 'massage', 'ending']"
0,"['thankful', 'friend', 'thankful', 'positive']"
0,"['zomg', 'game', 'throne', 'gameofthrones']"
0,"['miss', 'dog', 'back', 'home', 'people', 'gabby']"
0,"['ahhhh', 'month', 'holiday', 'boyfriend', 'holiday', 'boyfriend', 'cute']"
0,"['wow', 'really', 'appears', 'people', 'trying', 'sell', 'free', 'ticket', 'muhammadali', 'funeral']"
0,"['father', 'day', 'day', 'celebrate', 'father', 'nation']"
0,"['great', 'view', 'sydney', 'esco', 'gfe', 'letsplay']"
0,"['morning', 'travelingram', 'dalat', 'ripinkylife']"
0,"['guy', 'matt', 'get', 'morning', 'freakin']"
0,"['baby', 'eli', 'ontheredcarpet', 'r', 'back', 'cousin', 'watch', 'teletubbiesusa']"
0,"['hear', 'antonyelchin', 'one', 'fav', 'scene', 'curbyourenthusiasm']"
0,"['enter', 'everything', 'cmafest', 'never', 'win']"
0,"['steek', 'morele', 'vinger', 'maar', 'j', 'neus', 'zelfde', 'soort', 'type', 'bij', 'nato', 'stenigt', 'vrouwen', 'bosjes']"
0,"['see', 'guy']"
0,"['happy', 'little', 'squid', 'saying', 'good', 'morning', 'happy', 'wednesday', 'squid', 'smile', 'wednesday']"
0,"['happy', 'mother', 'day', 'everyone', 'pumpkintheraccoon', 'raccoon', 'instadaily', 'instagram', 'instagood', 'weeklyfluff', 'htt']"
0,"['sister', 'anniecaroline', 'sister', 'bestie', 'family', 'lastnight', 'dinner', 'karaoke']"
0,"['flower', 'dancing', 'happily', 'away', 'breeze', 'tiny', 'moment', 'mindful', 'beauty', 'mindfulness', 'video']"
0,"['seen', 'walk', 'day', 'newtotheneighborhood', 'mademesmile']"
0,"['wheres', 'half', 'want', 'indulge', 'lot', 'yunho', 'esp', 'dancing', 'keep', 'head', 'today']"
0,"['always', 'genetically']"
0,"['leaf', 'little', 'note', 'girlfriend', 'key', 'note', 'work', 'love', 'cute', 'aleenaali']"
0,"['see', 'fine', 'ass', 'guy', 'find', 'doesnt', 'eat', 'box', 'got', 'ta', 'throw', 'potential', 'sheet', 'lmao']"
0,"['another', 'beautiful', 'san', 'diego', 'sunset', 'sandiego', 'nofilter', 'love', 'sunset', 'saturday']"
0,"['spread', 'youll', 'receive', 'back', 'l', 'v', 'e', 'pas', 'sunday', 'lovelife']"
0,"['yungteachermong', 'ang', 'hot', 'new', 'school', 'new', 'teacher', 'new', 'classmatenew', 'friend', 'new', 'house']"
0,"['angel', 'archangel', 'high', 'help', 'live', 'spiritual', 'anf', 'life']"
0,"['monday', 'monday', 'motivation', 'styleoftheday', 'lifestyle', 'quoteoftheday']"
0,"['hold', 'door']"
0,"['lawofattraction', 'healing', 'loa', 'healthy', 'well', 'idwp']"
0,"['back', 'kang', 'man', 'trip', 'tiring', 'buttt', 'best', 'pa', 'position', 'national', 'woohooo', 'winner']"
0,"['every', 'news', 'journal', 'top', 'story', 'orlando', 'except', 'feature', 'story', 'backcountry', 'access', 'cutback']"
0,"['arrived', 'beautiful', 'galway', 'first', 'thebeautyqueenofleenane', 'meeting', 'excited', 'ht']"
0,"['cbr', 'ubc']"
0,"['failing', 'time', 'make', 'regret', 'phd', 'time', 'breakthrough', 'x', 'satisfying', 'cancer']"
0,"['leadership', 'weekend', 'good', 'time', 'happy', 'hack', 'neighborhood', 'w', 'virus', 'locally']"
0,"['epic', 'fail']"
0,"['week', 'till', 'back', 'ibiza', 'guaranteed', 'wont', 'want', 'come', 'home', 'ibiza', 'cantwait', 'girltime']"
0,"['month', 'feel', 'really', 'really', 'good']"
0,"['amazing', 'pussy', 'wet']"
0,"['morenightclub', 'paytime', 'weekend', 'lifestyle', 'lalala', 'club']"
0,"['new', 'york', 'dreaming', 'day', 'go', 'nyc']"
0,"['wednesday', 'can', 'not', 'come', 'soon', 'enough']"
0,"['resta', 'love', 'best', 'regard', 'future']"
0,"['tired', 'film', 'today', 'dark', 'cloud', 'doom', 'came', 'light']"
0,"['tragic', 'mass', 'shooting', 'orlando', 'everybody', 'nightclub', 'armed', 'much', 'better', 'outcome', 'many', 'news', 'cycle', 'lost']"
0,"['smile', 'smiling', 'toptags', 'toptags', 'smile', 'beautifulsmile', 'smiley', 'smilee', 'pretty']"
0,"['done', 'stupid', 'thing', 'drink', 'involved', 'thats', 'beyond', 'neverever']"
0,"['learn', 'make', 'powerful', 'pretty', 'infinite', 'aetc']"
0,"['want', 'p', 'according', 'twitter', 'cost', 'k', 'gentleman', 'per', 'day', 'clothing', 'twitter']"
0,"['super', 'challenge', 'stylish', 'classy', 'confident', 'modern', 'sma', 'bbbchallenge']"
0,"['moment', 'moment', 'life', 'grateful', 'thankful', 'happiness']"
0,"['waiting', 'camera']"
0,"['nice', 'come', 'home', 'caed', 'love', 'king', 'powermoves', 'miami', 'brainstorming', 'home']"
0,"['model', 'love', 'take', 'time']"
0,"['theaby', 'wishing', 'dad', 'mr', 'peter', 'father', 'day']"
0,"['fact', 'meeting', 'hayleyatwell', 'like', 'day', 'awesome']"
0,"['soon', 'democrat', 'get', 'chance', 'political', 'hack', 'foxnews', 'go', 'commercial', 'back', 'bolton', 'lmao', 'teabaggers', 'benghazi']"
0,"['engraved', 'wooden', 'gbp', 'shop', 'cool', 'home', 'fun']"
0,"['another', 'glowing', 'repo', 'greenfields', 'heywood', 'spos', 'village', 'g']"
0,"['playing', 'abandoned', 'toy', 'spiraling', 'sun', 'music', 'song']"
0,"['make', 'make', 'smile', 'laugh', 'much', 'breathe', 'love', 'long']"
0,"['check', 'pt', 'nationalbestfriendsday', 'kid', 'put', 'weirdness', 'everyday']"
0,['orlando']
0,"['tdc', 'ali', 'wonderful', 'memorial', 'almost', 'non', 'politicalthen', 'billycrystal', 'stepped', 'mic', 'leave', 'selfish', 'celeb']"
0,"['general', 'knowledge', 'quiz', 'set', 'sixty', 'eight']"
0,"['kiss', 'dive', 'scuba', 'diving', 'kotakinabalu', 'sabah', 'travel', 'vacation', 'holiday', 'love']"
0,"['bestseller', 'motivation', 'golfer', 'never', 'go', 'bed', 'without', 'dream', 'wakeup', 'without', 'hope']"
0,"['detroit', 'may', 'stronger', 'claim', 'red', 'wing', 'tv', 'revenue', 'via', 'course', 'kevyn', 'orr', 'wont', 'comment']"
0,"['even', 'drinker', 'like', 'cantwinthemall']"
0,"['kidding', 'though', 'kinda', 'used', 'almost', 'always', 'losing', 'last', 'minute', 'euro', 'urgh']"
0,"['wouldnt', 'share', 'wave', 'trash', 'can']"
0,"['knowledgeable', 'iam', 'positive', 'affirmation']"
0,"['loooooong', 'week', 'weekend', 'weekend', 'lotstodo', 'x']"
0,"['happiness', 'v', 'joy', 'happiness', 'temporary', 'leaf', 'hu', 'joy', 'last', 'forever', 'never', 'leaf', 'real', 'tru']"
0,"['goodmorning', 'thanks', 'follow', 'monday', 'good', 'week']"
0,"['back', 'game', 'holiday', 'lean', 'green', 'kale', 'spinach', 'spirulina', 'green', 'pineapple', 'healthy']"
0,"['sunday', 'goodvibes', 'traveltheworld']"
0,"['feeling', 'smiley', 'selfie', 'smile', 'photooftheday', 'positive', 'positivevibes', 'summer', 'day']"
0,"['pussy', 'cat', 'lounge', 'killin', 'girlz']"
0,"['black', 'people', 'live', 'entirely', 'different', 'world', 'everything', 'peach', 'cream', 'apparently', 'take', 'rose', 'colored', 'glass']"
0,"['launched', 'new', 'venture', 'educo', 'jobboard', 'education', 'professional', 'staup', 'edujobs']"
0,"['summer', 'time', 'summeriscoming', 'swimming', 'picoftheday', 'tattoo', 'issho', 'pulsera', 'fluyendo']"
0,['yeah']
0,"['give', 'u', 'w', 'people', 'moving', 'give', 'u', 'stick', 'blueballs', 'fun', 'blueballs']"
0,"['work', 'freestylehairhairstylehairdresser', 'thankyougoodcool']"
0,"['rouge', 'adoro', 'lip', 'redlips', 'rossettorosso', 'sohappy', 'indelebile', 'nonsenevaaaaa', 'sephora']"
0,"['went', 'back', 'store', 'find', 'one', 'young', 'employee', 'resigned', 'due', 'disrespectful', 'treatment']"
0,"['thanks', 'sharing', 'great', 'friday', 'grow', 'follower']"
0,"['father', 'day', 'daddy', 'worldlove']"
0,"['model', 'love', 'take', 'time']"
0,"['loriboghossian', 'thank', 'youuuu', 'coming', 'amazing', 'person', 'friend', 'love']"
0,"['turkey', 'quaerly', 'gross', 'domestic', 'product', 'declined', 'q', 'previous', 'blog', 'silver', 'gold', 'f']"
0,"['enchanting', 'iam', 'positive', 'affirmation']"
0,"['canada', 'capacity', 'utilization', 'came', 'forecast', 'q', 'blog', 'silver', 'gold', 'forex']"
0,"['enjoy', 'company', 'toptags', 'day', 'day', 'smile', 'fun', 'instahappy']"
0,"['bihday', 'today', 'turning', 'big', 'new']"
0,"['magical', 'moment', 'bride', 'love', 'jennypackham', 'married', 'husband', 'wife', 'france', 'wedding', 'bliss']"
0,"['sholisted', 'company', 'year', 'award', 'next', 'week', 'proud', 'womeninbusiness']"
0,"['kiss', 'want', 'orlando', 'prayorlando']"
0,"['good', 'luck', 'today', 'roger', 'see', 'back', 'healthy', 'winthisthing']"
0,"['kwon', 'soon', 'young', 'born', 'day']"
0,"['feel', 'like', 'lose', 'donald', 'trump']"
0,"['sad', 'pm', 'dawn', 'dead', 'rip', 'pmdawn', 'music', 'rnb', 'soul', 'deep', 'sound', 'restinpeace']"
0,"['yoga', 'really', 'everyone', 'yoga', 'life', 'yogaeverydamnday', 'yogafixesthings']"
0,"['gbk', 'turn', 'blue', 'today', 'persibarema', 'final']"
0,"['dogis', 'enjoying', 'nice', 'weather', 'spaface', 'dog']"
0,"['reached', 'sad', 'news', 'anton', 'yelchins', 'death', 'unfair', 'ripantonyeltchin']"
0,"['love', 'happy', 'without', 'reason', 'positive', 'mood', 'change', 'view', 'thing', 'positive', 'positivity', 'smile', 'positiveattitude']"
0,"['change', 'family', 'lawyer', 'food', 'integral', 'family', 'bonding', 'nomnom', 'foodporn', 'food', 'blog']"
0,"['father', 'day', 'rich', 'dadyoung', 'dad']"
0,"['happy', 'pharrell', 'williams', 'pharrellwilliams', 'lyric']"
0,"['feeling', 'remember', 'feeling', 'good', 'bad', 'sad', 'longing', 'music', 'smell', 'word']"
0,"['abbyybelle', 'na', 'porn', 'nasty', 'horny', 'nude', 'kinky', 'shy', 'sexy', 'young', 'naughty', 'hot', 'xxx', 'slut', 'wet', 'snapshot']"
0,"['ohio', 'castle', 'without', 'queen', 'royal', 'tragedy']"
0,"['father', 'day', 'extremely', 'blessed', 'beautiful', 'wonderful', 'loving', 'father', 'hero', 'love', 'papa']"
0,"['model', 'love', 'take', 'time']"
0,"['chug', 'ranch']"
0,"['guess', 'didnt', 'make', 'cut', 'dime', 'page', 'let', 'try', 'nickel']"
0,"['upandrunning', 'yoelegicorrer', 'ran', 'km', 'pace', 'nike', 'nikeplus']"
0,"['still', 'waiting', 'pa']"
0,"['balance', 'health', 'pleasure', 'fitnessfood', 'weekend', 'tiffany', 'work', 'job', 'travel']"
0,"['enjoying', 'pool', 'whats', 'left', 'sun', 'friday', 'evening', 'hi', 'pooltime']"
0,"['ohh', 'much', 'missing', 'like', 'crazy', 'another', 'day', 'gone', 'closer', 'love', 'bf']"
0,"['love', 'kind', 'shoe', 'cd', 'doodle', 'sketch', 'drawing', 'characterdesign', 'boy', 'pencil']"
0,"['whats', 'happened', 'haverfordwest', 'town', 'really', 'sorry', 'state', 'shouldbesomuchbetter']"
0,"['productive', 'weekend', 'wedding', 'planning']"
0,"['love', 'edm', 'much', 'cant', 'wait', 'logic', 'pro', 'future']"
0,"['bought', 'condom', 'party', 'rite', 'aid', 'lady', 'gave', 'dirty', 'look', 'came', 'back', 'bought', 'trash', 'bag', 'imagineherface']"
0,"['looking', 'feel', 'joy', 'join', 'speaker', 'free', 'summit', 'unleashyourjoy']"
0,"['accepting', 'bff', 'application', 'seems', 'like', 'everyone', 'one', 'donthit', 'deets', 'lol', 'imaloner', 'lol']"
0,"['guitar', 'life', 'music', 'life', 'life', 'note', 'love', 'like', 'music', 'guitar', 'girl']"
0,"['ok', 'guy', 'go', 'sleep', 'wish', 'youall', 'lokiday', 'space', 'happy', 'universal', 'luck', 'forevers', 'love']"
0,"['whistling', 'workout', 'hehe', 'join', 'cardio', 'session', 'beautiful', 'peep', 'happiness', 'gym', 'fitfam']"
0,"['whereh', 'snapchat', 'love', 'dj', 'spin', 'music', 'medium', 'model', 'tbt']"
0,"['terrorist', 'think', 'take', 'away', 'freedom', 'think', 'sob', 'condolence', 'victim', 'family', 'floridashooting']"
0,"['immoality', 'wave', 'lake', 'river', 'live', 'life', 'love', 'nice', 'awesome', 'cool', 'fun', 'sea', 'beach']"
0,"['alot', 'guy', 'promised', 'donate', 'impoant', 'try', 'help', 'nobody', 'came', 'thru']"
0,"['bravewarriors', 'disappointed', 'bt', 'stil', 'fan']"
0,"['oh', 'oreo', 'baked', 'chocolate', 'chip', 'cookie', 'surprise']"
0,"['retweeted', 'chaos', 'theory', 'mehn']"
0,"['cynical', 'blackmail', 'pensioner', 'mr', 'c', 'think', 'likely', 'vote', 'vote', 'brexit']"
0,"['free', 'sa', 'sad', 'living']"
0,"['havent', 'eaten', 'day', 'stop', 'cashier', 'nice', 'even', 'give', 'peppermint', 'candy', 'w', 'meal']"
0,"['always', 'feel', 'stretching', 'exercising', 'morning', 'workout', 'monaco']"
0,"['whats', 'yo', 'locs', 'growing', 'month', 'tho', 'doesnt', 'seem']"
0,"['spiritualjourney', 'buffalo', 'simulation', 'buffalo', 'take', 'vicinity', 'home', 'thi']"
0,"['eurgbp', 'drop', 'back', 'weekly', 'trading', 'range', 'intact', 'blog', 'silver', 'gold', 'forex']"
0,"['pulse', 'nightclub', 'orlando', 'siege', 'yet', 'another', 'mass', 'shooting', 'least', 'suspect', 'barricaded', 'inside', 'ere', 'go']"
0,"['smile', 'medium', 'pressconference', 'antalya', 'turkey', 'sunday', 'throwback', 'love']"
0,"['weekend', 'brings', 'one', 'favourite', 'event', 'year', 'fabulous', 'midsummer', 'fair', 'else']"
0,"['biggest', 'wish', 'see', 'perform', 'live', 'wit', 'band', 'prob', 'doesnt', 'come', 'limpopo', 'tumithebestintheworld']"
0,"['many', 'die', 'put', 'end', 'shit', 'pulseshooting', 'bullshit']"
0,"['listen', 'zovik', 'holdingon', 'super', 'check', 'thankful']"
0,"['national', 'reason', 'happy', 'cub', 'could', 'spos', 'change', 'could', 'cub']"
0,"['back', 'gym', 'month', 'lost', 'lb', 'gym', 'weightloss']"
0,"['dishonored', 'almost', 'done', 'installing', 'wont', 'playing', 'sunday', 'much', 'dishonored']"
0,"['movie', 'fun', 'marriedlife', 'hubbinsinthewild', 'love']"
0,"['belting', 'minute', 'way', 'see', 'funnygirl', 'youre']"
0,"['repost', 'many', 'cant', 'seem', 'lovegodislove', 'wearelove', 'noviolence']"
0,"['personally', 'dont', 'bother', 'must', 'little', 'going', 'life', 'focused', 'u', 'weird']"
0,"['jl', 'point', 'todaynegativetopositive', 'turnthebeataround', 'kickittothecurb', 'shakeitoff']"
0,"['hate', 'see', 'people', 'rounding', 'follower', 'back', 'opinion', 'tweet', 'tweeter', 'also', 'bullying']"
0,"['quebec', 'turning', 'left', 'onto', 'steele']"
0,"['super', 'woman', 'work', 'drive']"
0,"['real', 'legit', 'sana', 'di', 'hopia']"
0,"['football', 'celebration', 'love', 'fun', 'loosing', 'relligion', 'rem']"
0,"['hey', 'here', 'someone', 'else', 'suppos', 'youre', 'lifestyle', 'also', 'happy', 'father', 'day']"
0,"['pa', 'billion', 'plus', 'group', 'abglp', 'firstjob', 'abg']"
0,"['father', 'dayits', 'easy', 'father', 'equally', 'hard', 'real', 'dad']"
0,"['world', 'goodbook', 'greatreads', 'relax']"
0,"['aamirkhan', 'next', 'movie', 'salute', 'body', 'look', 'bodybuilding', 'bodybuilder']"
0,"['always', 'overfed']"
0,"['ecstatic', 'iam', 'positive', 'affirmation']"
0,"['traffic', 'gable']"
0,"['cant', 'wait', 'head', 'back', 'loveisland']"
0,"['despite', 'prior', 'worry', 'grateful', 'work', 'let', 'give', 'back', 'family', 'even', 'little', 'bit']"
0,"['shyintruder', 'na', 'slut', 'hot', 'xxx', 'shy', 'kinky', 'horny', 'snapshot', 'young', 'nude', 'wet', 'sexy', 'porn', 'nasty', 'naughty']"
0,"['time', 'grief', 'see', 'rejoice', 'one', 'take', 'away', 'joy', 'hope', 'john']"
0,"['disneyland', 'disney', 'love', 'friend', 'movie', 'ff']"
0,"['next', 'sgetsh', 'cardiff', 'bay', 'design', 'craft', 'love', 'business', 'wale', 'cardiff']"
0,"['hear', 'news', 'jocoxmp', 'murder', 'condolence', 'family', 'people', 'birstall', 'westyorkshire', 'yorkshirelass']"
0,"['car', 'hopping', 'different', 'world', 'ghetto', 'guy', 'tried', 'asking', 'number', 'lol', 'ghetto', 'tho']"
0,"['thinking', 'loud', 'lowkey', 'realhappy', 'joyoversadness', 'goodoverevil']"
0,"['today', 'lineup', 'includes', 'shooting', 'pastel', 'show', 'gok', 'wan', 'namedropper', 'fashionintern']"
0,"['simply', 'best']"
0,"['u', 'may', 'ppi', 'inflationary', 'pressure', 'slowly', 'building', 'well', 'fargo', 'blog', 'silver', 'gold', 'forex']"
0,"['happyramadhan', 'ramadhan', 'togetherness', 'mysister', 'instapict', 'likelike', 'likeforlike']"
0,"['good', 'animal', 'animal', 'strut', 'ostrich', 'mad', 'afraid', 'zoo', 'lithuania']"
0,"['decided', 'go', 'local', 'pride', 'th', 'outnproud', 'lgbt', 'wonthide']"
0,"['success', 'order']"
0,"['nice', 'iam', 'positive', 'affirmation']"
0,"['cupcake', 'beachpay', 'payplanning', 'friend', 'enough', 'justwannabeme']"
0,"['always', 'followup', 'chas', 'descending', 'triangle', 'could', 'pip', 'trade', 'forex', 'gbpaud']"
0,"['hello', 'fashion', 'fashionillustration', 'design', 'fashiondesign', 'draw', 'drawing', 'fun']"
0,"['cooking', 'mood', 'home', 'chief', 'beachlife', 'friday', 'cuisine', 'recette', 'chefstable']"
0,"['happy', 'friday', 'schnauzer', 'schnauzerlove', 'smile', 'love', 'friday']"
0,"['took', 'picture', 'ate', 'brownie', 'made', 'he', 'new', 'homie']"
0,"['go', 'crazy']"
0,['day']
0,"['woman', 'registered', 'workshop', 'far', 'remember', 'letsdothis', 'doitherself']"
0,"['also', 'command', 'shift', 'option', 'apple']"
0,"['reignofkong', 'open', 'today', 'replytweet', 'islandsofadventure']"
0,"['take', 'neverland', 'merrygoround', 'dreamy', 'horse', 'wooden', 'woodenhorse']"
0,"['love', 'quote']"
0,"['green', 'suspended', 'bc', 'lebron', 'decided', 'walk', 'getting', 'happen', 'hit', 'shit', 'wan', 'na', 'complain']"
0,"['brand', 'newsingle', 'joyfulweddingsong', 'twinsong', 'popwedding', 'yesiwantu', 'gonnabemarried']"
0,"['suppo', 'equality', 'womensrights', 'reason', 'education', 'truth', 'science', 'critical', 'thinking', 'vote']"
0,"['heii', 'bin', 'miss', 'binarshakilakirana', 'baby', 'babygirl', 'mylove']"
0,"['wrecking', 'crew', 'best', 'smile', 'fun', 'sun', 'sunshine', 'beach', 'amigo']"
0,"['one', 'beautiful', 'place', 'bestest', 'friend', 'blessed']"
0,"['day', 'see', 'best', 'friend', 'ive', 'seen', 'month']"
0,"['runningclub', 'attack', 'bull', 'game', 'really', 'think', 'head', 'empty', 'around', 'city', 'side']"
0,"['nothing', 'weird', 'parent', 'chose', 'ignore', 'sign', 'allow', 'child', 'play', 'water', 'ignored', 'rule', 'child', 'dead']"
0,"['quote', 'day', 'bless', 'thankful', 'optimistic', 'positive', 'faith', 'strong', 'motivation']"
0,"['menshoes', 'instatagslikes', 'vscolove', 'vscogood', 'vscoturkey', 'istanbul', 'albumdenyansiyanlar', 'allshotsturkey']"
0,"['sundayroast', 'today']"
0,"['easily', 'amused', 'haha', 'happy', 'queen', 'poundnote', 'pound', 'opticalillusion', 'iandrewmusic']"
0,"['actor', 'anton', 'yelchin', 'dy', 'car', 'accident', 'blog', 'silver', 'gold', 'forex']"
0,"['dear', 'istore', 'please', 'dont', 'crash', 'due', 'heavy', 'overload', 'booktime', 'muchlove']"
0,"['school', 'schoo', 'scho', 'sch', 'sc', 'st', 'sta', 'stay', 'stay', 'h', 'stay', 'ho', 'stay', 'hom', 'stay', 'home']"
0,"['deserve', 'happy']"
0,"['difference', 'ignorance', 'youre', 'dumb', 'theron']"
0,"['wedding', 'planning', 'truelove', 'makingplans', 'hea']"
0,"['thug', 'thuglife', 'macklemore', 'feeling', 'interview', 'today', 'bos', 'said', 'youre']"
0,"['menu', 'messychurch', 'monday', 'messy', 'fun', 'allwelcome', 'food', 'seeyouthere', 'latchingdon', 'maldon', 'essex']"
0,"['stas', 'two', 'day', 'evening', 'rest', 'week', 'going', 'spent', 'watching', 'press', 'conference', 'gaming', 'gamedev']"
0,"['public', 'education', 'kid', 'product', 'conveyor', 'belt', 'finished', 'product', 'young', 'adult', 'w', 'idea', 'world', 'work']"
0,"['let', 'getfat', 'reunion', 'tour', 'begin']"
0,"['n', 'healthy', 'nothing', 'greater', 'friendship', 'world', 'tom', 'hiddleston', 'ff', 'twhiddleston']"
0,"['day', 'lodestar']"
0,"['pro', 'brexit', 'condone', 'everyone', 'entitled', 'opinion', 'democracy']"
0,"['sandysprings', 'gorilla', 'simulator', 'need', 'adapt', 'environment', 'need', 'tear', 'city']"
0,"['shuttle', 'bus', 'way', 'shrm', 'washingtonbaby']"
0,"['gonig', 'hea', 'want', 'like', 'feelinggreat', 'smilemore']"
0,"['posted', 'ig', 'going', 'bed', 'earlyneedabreakfromtoday', 'peace']"
0,"['checking', 'new', 'toy']"
0,"['hea', 'healthyeating', 'cyopasta', 'cavs', 'watch', 'pay', 'win', 'hea', 'open', 'p', 'comedy', 'p']"
